Id;R;Nome;Squadra;Pg;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Asf;Amm;Esp;Au;Final_Year;Is_First_Season;Squadra_T;Pg_previous_year;Pg_previous_year_2;Mf_previous_year;Mf_previous_year_2;Gf_previous_year;Gf_previous_year_2;Gs_previous_year;Gs_previous_year_2;Rp_previous_year;Rp_previous_year_2;Rc_previous_year;Rc_previous_year_2;R+_previous_year;R+_previous_year_2;R-_previous_year;R-_previous_year_2;Ass_previous_year;Ass_previous_year_2;Asf_previous_year;Asf_previous_year_2;Amm_previous_year;Amm_previous_year_2;Esp_previous_year;Esp_previous_year_2;Au_previous_year;Au_previous_year_2;Mf_predicted
2078;C;JOAO MARIO;Inter;16;6.06;6.25;1;0;0;0;0;0;1;0;2;0;0;2019;FALSE;16;12.0;29.0;6.17;6.29;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;5.99
1874;C;JOAO PEDRO;Cagliari;34;5.85;6.47;5;0;0;2;2;0;2;1;4;1;0;2019;FALSE;23;22.0;22.0;6.3;6.8;4.0;6.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;5.0;4.0;1.0;1.0;0.0;0.0;6.31
256;D;JUAN JESUS;Roma;18;5.78;5.72;1;0;0;0;0;0;0;0;4;0;1;2019;FALSE;15;20.0;17.0;5.58;5.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;1.0;0.0;0.0;0.0;5.96
2797;D;JUNIOR TAVARES;Sampdoria;3;5.67;5.5;0;0;0;0;0;0;0;0;1;0;0;2019;TRUE;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.85
4368;A;JUWARA;Chievo;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.89
652;A;KALINIC;Milan;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;14;30.0;32.0;6.35;7.31;6.0;14.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;3.0;5.0;0.0;1.0;0.0;0.0;6.18
2325;A;KARAMOH;Inter;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;16;11.0;0.0;6.23;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.15
4361;C;KARAMOKO;Chievo;1;5.0;5.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.74
570;P;KARNEZIS;Napoli;9;6.11;5.33;0;7;0;0;0;0;0;0;0;0;0;2019;FALSE;3;0.0;33.0;0.0;4.71;0.0;0.0;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.12
2180;D;KARSDORP;Roma;9;5.78;5.72;0;0;0;0;0;0;0;0;1;0;0;2019;FALSE;15;1.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.73
2117;C;KASTANOS;Juventus;1;5.5;5.5;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;17;7.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.95
2850;C;KATUMA;Udinese;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.74
2097;A;KEAN;Juventus;10;6.35;8.05;6;0;0;0;0;0;0;0;2;0;0;2019;FALSE;17;19.0;1.0;6.18;10.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.67
345;A;KEITA B;Inter;21;6.02;6.76;5;0;0;0;0;0;2;0;1;1;0;2019;FALSE;16;0.0;31.0;0.0;8.23;0.0;14.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;6.52
1850;C;KESSIE';Milan;34;6.06;6.62;4;0;0;3;3;0;2;0;8;0;0;2019;FALSE;14;37.0;30.0;6.18;6.73;2.0;4.0;0.0;0.0;0.0;0.0;4.0;2.0;3.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;9.0;5.0;0.0;2.0;0.0;0.0;6.79
299;C;KHEDIRA;Juventus;10;6.1;6.7;2;0;0;0;0;0;0;0;0;0;0;2019;FALSE;17;26.0;31.0;7.27;6.6;9.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;6.44
2835;C;KINGSLEY;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.85
2107;C;KIYINE;Chievo;18;5.92;5.81;0;0;0;0;0;0;0;1;7;0;0;2019;FALSE;5;0.0;2.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.66
2871;D;KLAVAN;Cagliari;15;5.9;5.83;0;0;0;0;0;0;0;0;2;0;0;2019;TRUE;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.61
2779;A;KLUIVERT;Roma;24;5.88;6.21;1;0;0;0;0;0;6;0;2;0;0;2019;TRUE;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.57
2214;D;KOLAROV;Roma;33;6.06;6.7;5;0;0;3;3;0;1;0;6;1;0;2019;FALSE;15;35.0;0.0;6.61;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;6.43
2216;D;KONATE;SPAL;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.34
2811;C;KONE';Frosinone;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.69
2762;A;KOUAME';Genoa;38;6.07;6.46;4;0;0;0;0;0;5;0;4;0;0;2019;TRUE;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.51
392;D;KOULIBALY;Napoli;35;6.27;6.31;2;0;0;0;0;0;1;0;9;1;0;2019;FALSE;3;35.0;28.0;6.63;6.38;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;1.0;0.0;0.0;0.0;6.36
2198;A;KOWNACKI;Sampdoria;6;5.75;5.92;0;0;0;2;1;1;1;0;0;0;0;2019;FALSE;12;20.0;0.0;6.75;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.22
663;D;KRAFTH;Bologna;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;4;12.0;25.0;5.38;5.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;5.57
1867;D;KRAJNC;Frosinone;9;5.44;5.28;0;0;0;0;0;0;0;0;3;0;0;2019;FALSE;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4
1858;C;KREJCI;Bologna;16;5.59;5.72;0;0;0;0;0;0;3;0;2;0;0;2019;FALSE;4;8.0;35.0;5.56;6.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.89
148;C;KRUNIC;Empoli;33;6.0;6.5;5;0;0;0;0;0;6;0;7;1;0;2019;FALSE;8;32.0;12.0;5.83;6.04;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;3.0;0.0;0.0;0.0;0.0;6.23
234;C;KUCKA;Parma;18;5.94;6.56;3;0;0;1;1;0;2;0;4;1;0;2019;FALSE;26;28.0;29.0;5.93;6.03;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;7.0;11.0;3.0;0.0;1.0;0.0;6.35
2833;C;KULUSEVSKI;Atalanta;3;5.5;5.5;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.96
28;C;KURTIC;SPAL;30;6.13;6.75;6;0;0;0;0;0;3;2;9;0;0;2019;FALSE;24;29.0;37.0;5.91;6.43;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;6.34
447;A;LA GUMINA;Empoli;17;5.76;6.21;2;0;0;0;0;0;2;0;1;0;0;2019;FALSE;8;2.0;0.0;5.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.27
2387;P;LAFONT;Fiorentina;34;6.01;4.84;0;40;1;0;0;0;0;0;2;0;1;2019;TRUE;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.89
2757;D;LAKICEVIC;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.34
1939;A;LAPADULA;Genoa;6;5.67;6.08;1;0;0;0;0;0;0;0;1;0;0;2019;FALSE;13;26.0;23.0;6.35;7.13;3.0;6.0;0.0;0.0;0.0;0.0;4.0;2.0;3.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;5.97
90;A;LASAGNA;Udinese;34;5.69;6.13;6;0;0;1;0;1;1;0;2;0;0;2019;FALSE;7;29.0;34.0;7.45;6.47;12.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6.32
141;D;LAURINI;Fiorentina;13;5.81;5.65;0;0;0;0;0;0;0;0;4;0;0;2019;FALSE;10;21.0;24.0;5.74;5.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;0.0;1.0;0.0;0.0;5.83
235;C;LAXALT;Milan;13;5.77;5.69;0;0;0;0;0;0;0;0;2;0;0;2019;FALSE;14;32.0;36.0;6.3;6.08;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;6.14
236;C;LAZOVIC;Genoa;33;5.95;6.32;3;0;0;0;0;0;3;1;2;0;0;2019;FALSE;13;19.0;33.0;5.97;6.27;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;2.0;3.0;0.0;1.0;0.0;0.0;6.28
2263;C;LAZZARI M;SPAL;33;6.35;6.48;0;0;0;0;0;0;8;0;7;0;0;2019;FALSE;24;35.0;0.0;6.29;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;6.14
2594;D;LEMOS;Sassuolo;3;5.5;5.5;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;20;8.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.59
4330;C;LERAGER;Genoa;14;5.68;5.75;1;0;0;0;0;0;0;0;4;0;0;2019;TRUE;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.72
2334;A;LERIS;Chievo;22;5.59;5.52;0;0;0;0;0;0;1;0;5;0;0;2019;FALSE;5;2.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.86
2015;D;LETSCHERT;Sassuolo;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;20;6.0;9.0;5.92;5.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;5.69
2300;D;LEVERBE;Cagliari;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.36
2008;C;LINETTY;Sampdoria;32;5.97;6.17;3;0;0;0;0;0;3;0;11;0;0;2019;FALSE;12;28.0;35.0;6.32;6.09;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;8.0;5.0;0.0;0.0;0.0;0.0;6.31
2006;D;LIROLA;Sassuolo;35;5.99;6.21;2;0;0;0;0;0;7;0;2;0;2;2019;FALSE;20;24.0;21.0;5.79;5.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;6.08
2651;D;LISANDRO LOPEZ;Genoa;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;13;1.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.37
478;A;LJAJIC;Torino;1;6.0;6.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;19;27.0;33.0;7.3;7.0;6.0;9.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;4.0;1.0;5.0;4.0;2.0;5.0;0.0;0.0;0.0;0.0;5.93
827;C;LOCATELLI M;Sassuolo;26;5.94;6.21;2;0;0;0;0;0;2;2;7;0;0;2019;FALSE;20;15.0;25.0;5.8;6.02;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.0;0.0;0.0;0.0;0.0;6.05
83;C;LOLLO;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;8;26.0;0.0;5.92;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;2.0;0.0;0.0;0.0;5.93
2040;A;LOMBARDI;Lazio;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;9;17.0;10.0;5.74;5.75;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;1.0;6.19
2209;C;LUCAS LEIVA;Lazio;26;6.0;5.94;0;0;0;0;0;0;2;0;7;0;0;2019;FALSE;9;36.0;0.0;6.39;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;6.19
2085;C;LUIS ALBERTO;Lazio;27;5.98;6.48;3;0;0;1;1;0;3;2;5;1;0;2019;FALSE;9;34.0;9.0;7.62;6.33;10.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;7.0;2.0;6.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.51
2335;D;LUIZ FELIPE;Lazio;17;5.94;6.06;1;0;0;0;0;0;1;0;4;0;0;2019;FALSE;9;17.0;0.0;5.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;5.84
1999;D;LUKAKU J;Lazio;7;5.79;5.71;0;0;0;0;0;0;0;0;1;0;0;2019;FALSE;9;30.0;15.0;6.23;6.17;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;5.72
2009;C;LUKIC;Torino;18;6.08;6.28;2;0;0;0;0;0;0;0;7;0;0;2019;FALSE;19;0.0;12.0;0.0;5.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;5.97
338;C;LULIC;Lazio;35;5.9;6.2;4;0;0;0;0;0;1;0;5;0;0;2019;FALSE;9;35.0;31.0;6.19;6.56;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;1.0;0.0;6.35
393;D;LUPERTO;Napoli;10;5.65;5.65;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.66
2171;D;LYANCO;Bologna;14;5.89;5.96;1;0;0;0;0;0;0;0;2;1;0;2019;FALSE;4;4.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.93
2653;D;LYKOGIANNIS;Cagliari;10;5.5;5.55;0;0;0;0;0;0;0;1;1;0;0;2019;FALSE;23;9.0;0.0;6.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.58
666;C;MACHIN;Parma;2;5.75;6.25;0;0;0;0;0;0;1;0;0;0;0;2019;FALSE;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.78
2827;A;MACHIS;Udinese;11;5.82;5.86;0;0;0;0;0;0;1;0;2;0;0;2019;TRUE;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.93
528;C;MAGNANELLI;Sassuolo;23;5.87;5.76;0;0;0;0;0;0;0;0;3;1;0;2019;FALSE;20;30.0;14.0;5.53;6.21;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;2.0;0.0;0.0;0.0;5.81
2769;D;MAGNANI;Sassuolo;18;6.11;6.11;0;0;0;0;0;0;1;0;2;0;0;2019;TRUE;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.84
651;C;MAIELLO;Frosinone;27;5.81;5.74;0;0;0;0;0;0;0;0;4;0;0;2019;FALSE;11;1.0;10.0;5.5;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.73
48;D;MAIETTA;Empoli;21;5.62;5.5;0;0;0;0;0;0;0;0;5;0;0;2019;FALSE;8;7.0;29.0;6.21;5.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;5.8
550;D;MAKSIMOVIC;Napoli;17;5.88;5.76;0;0;0;0;0;0;0;0;4;0;0;2019;FALSE;3;1.0;8.0;6.0;5.88;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.94
2860;D;MALCUIT;Napoli;23;6.11;6.15;0;0;0;0;0;0;2;0;3;0;0;2019;TRUE;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.14
2296;D;MANCINI G;Atalanta;29;6.22;6.69;5;0;0;0;0;0;1;0;5;0;0;2019;FALSE;1;9.0;0.0;5.89;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;6.15
1933;C;MANDRAGORA;Udinese;34;5.75;5.9;3;0;0;0;0;0;0;1;8;1;0;2019;FALSE;7;36.0;0.0;5.94;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;6.25
312;A;MANDZUKIC;Juventus;25;6.36;7.6;9;0;0;0;0;0;6;0;4;0;0;2019;FALSE;17;32.0;32.0;6.33;6.81;5.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;5.0;1.0;0.0;0.0;0.0;7.18
459;D;MANOLAS;Roma;27;6.06;6.06;1;0;0;0;0;0;0;0;6;0;0;2019;FALSE;15;29.0;32.0;6.22;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;6.19
2782;D;MARCANO;Roma;10;5.55;5.55;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.76
318;P;MARCHETTI;Genoa;4;5.75;3.12;0;10;0;0;0;0;0;0;1;0;0;2019;FALSE;13;0.0;17.0;0.0;5.24;0.0;0.0;0.0;22.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.35
300;C;MARCHISIO;Juventus;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;FALSE;17;12.0;18.0;6.08;6.44;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;6.13
2753;D;MARCJANIK;Empoli;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2019;TRUE;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.67
142;D;MARIO RUI;Napoli;19;5.82;5.87;1;0;0;0;0;0;1;0;4;1;0;2019;FALSE;3;24.0;4.0;6.23;5.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;5.99
2355;D;MARLON;Sassuolo;18;5.69;5.72;1;0;0;0;0;0;0;0;3;1;0;2019;TRUE;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7
